 Year,Project, Company, Content_Type, Activity, Region, Program, Language,Amount
2011 - 2012,Enfants Carton (Les),Echo Média Productions Inc.,N/A,Production,Montreal,Performance Envelopes,French,15.000.00
2011 - 2012,toi pour toujours: la petite histoire du mariage (1-3),4167554 Canada Inc.,N/A,Production,Montreal,Performance Envelopes,French,155.000.00
2011 - 2012,Voyages au bout de la nuit (1-6),Productions InformAction Inc.,N/A,Production,Montreal,Performance Envelopes,French,50.000.00
2011 - 2012,Mon Algérie…et la vôtre,Productions Telimagin inc.,N/A,Production,Montreal,Performance Envelopes,French,183.272.00
2011 - 2012,Miam! I (1-26),Echo Média Productions Inc.,N/A,Production,Montreal,Performance Envelopes,French,61.265.00
2011 - 2012,Miam! I (1-26),Echo Média Productions Inc.,N/A,Production,Montreal,Performance Envelopes,French,84.000.00
2011 - 2012,Appendices (Les) IV (37-48),Productions KOTV VI (PMB) inc.,N/A,Production,Montreal,Performance Envelopes,French,247.134.00
2011 - 2012,Vrak la vie III (53-78),Productions GFP Inc.,N/A,Production,Montreal,Performance Envelopes,French,448.269.00
2011 - 2012,Vieil âge et le rire (Le),Les Films Insiders inc.,N/A,Production,Montreal,Performance Envelopes,French,164.779.00
2011 - 2012,Tactik IV (301-420),Vivaclic Inc.,N/A,Production,Montreal,Performance Envelopes,French,2.500.000
2011 - 2012,18 fugitives (Les),Intuitive Pictures II Inc.,N/A,Production,Montreal,Performance Envelopes,French,119.950.00
2011 - 2012,Rescapés (Les) II (14-23),Les Rescapés II Inc.,N/A,Production,Montreal,Performance Envelopes,French,3.212.479
2011 - 2012,Caméra café X (183-202),Encore Café Télévision Inc.,N/A,Production,Montreal,Performance Envelopes,French,300.000.00
2011 - 2012,Toute la vérité III (41-60),Sphère Média 2010 inc.,N/A,Production,Montreal,Performance Envelopes,French,4.518.378
2011 - 2012,Mirador II (11-20),Productions Mirador inc.,N/A,Production,Montreal,Performance Envelopes,French,2.774.434
2011 - 2012,Dans un cinéma près de chez nous (1-3),4472438 Canada Inc.,N/A,Production,Montreal,Performance Envelopes,French,153.425.00
2011 - 2012,Boys (Les) V (61-73),Les Boys Saison 5 inc.,N/A,Production,Montreal,Performance Envelopes,French,1.885.969
2011 - 2012,Tout sur moi V (53-65),Productions Les Mardis de Béatrice Inc. - cie fusionnée avec #116852,N/A,Production,Montreal,Performance Envelopes,French,1.392.057
2011 - 2012,Pick-up (Le),Productions KOTV VI (PMB) inc.,N/A,Production,Montreal,Performance Envelopes,French,111.915.00
2011 - 2012,Poings de la fierté (Les),9238-2589 Québec inc.,N/A,Production,Montreal,Performance Envelopes,French,151.328.00
2011 - 2012,Showbusiness québécois : le Big Bang,Sovitel Inc.,N/A,Production,Montreal,Performance Envelopes,French,191.583.00
2011 - 2012,Galère (La) IV (33-42),Productions La Galère IV inc. FUSIONNÉE dans #124165,N/A,Production,Montreal,Performance Envelopes,French,1.918.479
2011 - 2012,Mauvais karma II (14-26),Sphère Média 2002 Inc.,N/A,Production,Montreal,Performance Envelopes,French,1.591.952
2011 - 2012,Hypnotiste (L’) I (1-13),Production Stéphan Raymond,N/A,Production,Montreal,Performance Envelopes,French,244.291.00
2010 - 2011,Claude Poirier: 50 ans de passion,Trinôme II Inc.,N/A,Production,Montreal,Performance Envelopes,French,103.165.00
2011 - 2012,RBO 3.0 I (1-9),Bye Bye RBO Inc.,N/A,Production,Montreal,Performance Envelopes,French,204.605.00
2010 - 2011,Nouveau festival de l’humour (Le),Les Productions du Guilledou inc.,N/A,Production,Montreal,Performance Envelopes,French,52.333.00
2010 - 2011,Arme à quatre roues,Productions Hyperzoom Inc.,N/A,Production,Montreal,Performance Envelopes,French,84.512.00
2010 - 2011,Vie en Ligne (La),Les Productions Point de mire Inc.,N/A,Production,Montreal,Performance Envelopes,French,66.604.00
2010 - 2011,Cité (La) III (1-13),Trinôme Adario inc,N/A,Production,Montreal,Performance Envelopes,French,160.334.00
2010 - 2011,Devine qui vient jouer? I (1-23),Les Productions Point de mire Inc.,N/A,Production,Montreal,Performance Envelopes,French,243.172.00
2010 - 2011,Dérapages,Film Ordonnance Inc.,N/A,Production,Montreal,Performance Envelopes,French,307.468.00
2011 - 2012,Nouveau grand jeu (Le),Juju Montréal Inc.,N/A,Production,Montreal,Performance Envelopes,French,15.000.00
2010 - 2011,Nouveau grand jeu (Le),Juju Montréal Inc.,N/A,Production,Montreal,Performance Envelopes,French,20.000.00
2010 - 2011,Hôpital Vétérinaire I (1-13),Cinemaria HV Inc.,N/A,Production,Montreal,Performance Envelopes,French,235.000.00
2010 - 2011,Ports d’attache II (14-26),DBC2 Inc.,N/A,Production,Montreal,Performance Envelopes,French,100.000.00
2010 - 2011,Xpression Graffiti I (1-13),Groupe ECP Inc.,N/A,Production,Montreal,Performance Envelopes,French,300.000.00
2010 - 2011,Xpression Graffiti I (1-13),Groupe ECP Inc.,N/A,Production,Montreal,Performance Envelopes,French,100.000.00
2010 - 2011,Barilà et compagnie I (1-10),Productions Swan (III) Inc. - FUSIONNÉE,N/A,Production,Montreal,Performance Envelopes,French,235.696.00
2010 - 2011,Match de la radio (Le),Productions KOTV VI (PMB) inc.,N/A,Production,Montreal,Performance Envelopes,French,194.608.00
2010 - 2011,MacLeod Live à Laval,Entourage Télévision Inc.,N/A,Production,Montreal,Performance Envelopes,French,15.000.00
2010 - 2011,Mes 30 jours non transformés,Trinôme II Inc.,N/A,Production,Montreal,Performance Envelopes,French,66.505.00
2010 - 2011,Frisson des Collines,Les Productions Frisson des Collines Inc.,N/A,Production,Montreal,Performance Envelopes,French,200.000.00
2010 - 2011,Guérisseurs (Les) (1-5),6842887 Canada inc.,N/A,Production,Montreal,Performance Envelopes,French,59.412.00
2010 - 2011,Crée-moi; crée-moi pas,Les Productions Bazzo Bazzo Inc.,N/A,Production,Montreal,Performance Envelopes,French,89.228.00
2010 - 2011,Simplement Vedette (1-3),Trinôme II Inc.,N/A,Production,Montreal,Performance Envelopes,French,193.444.00
2010 - 2011,Je ne veux pas mourir,Trinôme Adario inc,N/A,Production,Montreal,Performance Envelopes,French,45.000.00
2010 - 2011,Je ne veux pas mourir,Trinôme Adario inc,N/A,Production,Montreal,Performance Envelopes,French,53.700.00
2010 - 2011,nergie à tout prix,ZONE3-XXVIII inc.,N/A,Production,Montreal,Performance Envelopes,French,78.969.00
2010 - 2011,Symphonie de Noël,SRC,N/A,Production,Montreal,Performance Envelopes,French,52.583.00
2010 - 2011,Messie d’Haendel,SRC,N/A,Production,Montreal,Performance Envelopes,French,57.309.00
2010 - 2011,From Montréal,9098-2158 Québec Inc.,N/A,Production,Montreal,Performance Envelopes,French,85.880.00
2010 - 2011,Sexe autour du monde (Le) II (9-16),9098-2158 Québec Inc.,N/A,Production,Montreal,Performance Envelopes,French,93.981.00
2010 - 2011,Vie est un cirque (La) III (13-18),ZONE3-XXVIII inc.,N/A,Production,Montreal,Performance Envelopes,French,109.702.00
2010 - 2011,Comme Par Magie-Spéciale Artistes (3-4),Téléfiction Productions inc.,N/A,Production,Montreal,Performance Envelopes,French,60.000.00
2010 - 2011,Obésité; le défi d’une vie (L’) (1-3),KenyaTV Inc.,N/A,Production,Montreal,Performance Envelopes,French,182.789.00
2011 - 2012,Gars le soir (Un) II (71-140),9067-2841 Québec Inc.,N/A,Production,Montreal,Performance Envelopes,French,80.734.00
2010 - 2011,Gars le soir (Un) II (71-140),9067-2841 Québec Inc.,N/A,Production,Montreal,Performance Envelopes,French,484.374.00
2010 - 2011,Tu vas y goûter I (1-10),4508190 Canada Inc.,N/A,Production,Montreal,Performance Envelopes,French,80.300.00
2010 - 2011,Science ou fiction II (14-39),Les Productions Point de mire Inc.,N/A,Production,Montreal,Performance Envelopes,French,203.729.00
2011 - 2012,Rêve de Marika (Le),Productions Adobe International Inc.,N/A,Production,Montreal,Performance Envelopes,French,3.000.00
2010 - 2011,Rêve de Marika (Le),Productions Adobe International Inc.,N/A,Production,Montreal,Performance Envelopes,French,20.000.00
2010 - 2011,Rêve de Marika (Le),Productions Adobe International Inc.,N/A,Production,Montreal,Performance Envelopes,French,3.000.00
2010 - 2011,François Léveillée – On est ben accommodant (1-2),92156439 Québec Inc,N/A,Production,Montreal,Performance Envelopes,French,42.862.00
2010 - 2011,Homme Qui Faisait des Grimaces (L’) (1-2),Production Stéphan Raymond,N/A,Production,Montreal,Performance Envelopes,French,116.956.00
2010 - 2011,Tranches de vie III (31-40),TVA Productions Inc.,N/A,Production,Montreal,Performance Envelopes,French,979.344.00
2010 - 2011,Belle au naturel,3809412 Canada Inc.,N/A,Production,Montreal,Performance Envelopes,French,94.000.00
2010 - 2011,Théo I (1-65),TVA Productions Inc.,N/A,Production,Montreal,Performance Envelopes,French,20.000.00
2010 - 2011,T’es où Théo? I (1-65),TVA Productions Inc.,N/A,Production,Montreal,Performance Envelopes,French,10.000.00
2010 - 2011,Parlementeries 2010 (Les) (1-2),Juste pour rire TV inc.,N/A,Production,Montreal,Performance Envelopes,French,10.000.00
2010 - 2011,Annie Brocoli chez les Minitomes I (1-52),Broco Show 2 Inc.,N/A,Production,Montreal,Performance Envelopes,French,567.215.00
2010 - 2011,30 Vies I (1-60),30 Vies Inc.,N/A,Production,Montreal,Performance Envelopes,French,469.743.00
2010 - 2011,J’ai la mémoire qui tourne III (9-12),Productions de la ruelle II Inc.,N/A,Production,Montreal,Performance Envelopes,French,234.297.00
2010 - 2011,Messmer: drôlement mystérieux (1-2),Juste pour rire TV inc.,N/A,Production,Montreal,Performance Envelopes,French,15.000.00
2010 - 2011,C’est parti mon tipi III ! (1-13),9223-3287 Québec Inc. (Wabanok),N/A,Production,Montreal,Performance Envelopes,French,223.809.00
2010 - 2011,Alphée des étoiles,E2F Films Inc.,N/A,Production,Montreal,Performance Envelopes,French,39.000.00
2010 - 2011,Siouï-Bacon (Les),9223-3287 Québec Inc. (Wabanok),N/A,Production,Montreal,Performance Envelopes,French,32.837.00
2010 - 2011,Québec sous hypnose,Production Stéphan Raymond,N/A,Production,Montreal,Performance Envelopes,French,82.840.00
2011 - 2012,En direct de l’univers II – MN,Attraction Images Productions II inc.,N/A,Production,Montreal,Performance Envelopes,French,50.582.00
2010 - 2011,En direct de l’univers II (24-48),Attraction Images Productions II inc.,N/A,Production,Montreal,Performance Envelopes,French,913.491.00
2010 - 2011,Gerry,Les Films Gerry Inc.,N/A,Production,Montreal,Performance Envelopes,French,379.106.00
2010 - 2011,Chasseurs d’épices I (1-8),Images Documentaires inc.,N/A,Production,Montreal,Performance Envelopes,French,160.000.00
2010 - 2011,Dans un océan d’images,Productions InformAction Inc.,N/A,Production,Montreal,Performance Envelopes,French,153.699.00
2010 - 2011,té de Boniface (L’),Divertissement Subséquence (Boniface) Inc.,N/A,Production,Montreal,Performance Envelopes,French,10.000.00
2012 - 2013,Boys – le documentaire (Les),Les Boys le documentaire Inc.,N/A,Production,Montreal,Performance Envelopes,French,30.000.00
2010 - 2011,Boys – le documentaire (Les),Les Boys le documentaire Inc.,N/A,Production,Montreal,Performance Envelopes,French,50.000.00
2010 - 2011,Là où je dors I (1-36),Kondololé Films Inc.,N/A,Production,Montreal,Performance Envelopes,French,146.587.00
2010 - 2011,Tripeux (Les) III (36-51),4167554 Canada Inc.,N/A,Production,Montreal,Performance Envelopes,French,201.600.00
2010 - 2011,ges déboussolés (Les),Images Documentaires inc.,N/A,Production,Montreal,Performance Envelopes,French,87.000.00
2010 - 2011,Derrière le miracle,Productions Pimiento Inc.,N/A,Production,Montreal,Performance Envelopes,French,10.000.00
2010 - 2011,PouBelle province (La),Argus Productions Inc.,N/A,Production,Montreal,Performance Envelopes,French,50.000.00
2010 - 2011,Sylvain Larocque: Vu d’même,Juste pour rire TV inc.,N/A,Production,Montreal,Performance Envelopes,French,15.000.00
2010 - 2011,P’tite opération (La),9125-2767 Québec Inc.,N/A,Production,Montreal,Performance Envelopes,French,67.675.00
2010 - 2011,Années (Les) II (17-31),TV MaxPlus Productions Inc.,N/A,Production,Montreal,Performance Envelopes,French,273.039.00
2010 - 2011,Roc Stars (1-5),Productions GFP Inc.,N/A,Production,Montreal,Performance Envelopes,French,65.567.00
2010 - 2011,Autisme au gré du vent (L’),Images Documentaires inc.,N/A,Production,Montreal,Performance Envelopes,French,84.000.00
2010 - 2011,Casse-tête des garderies (Le) (1-2),Trinôme inc.,N/A,Production,Montreal,Performance Envelopes,French,143.820.00
2010 - 2011,Belles-Soeurs; toujours aussi vraies (Les),ZONE3-XXVIII inc.,N/A,Production,Montreal,Performance Envelopes,French,107.393.00
2010 - 2011,Mixmania II (11-21),ZONE3-XXVIII inc.,N/A,Production,Montreal,Performance Envelopes,French,379.906.00
2010 - 2011,G Cuisiné II (96-160),Broco show inc.,N/A,Production,Montreal,Performance Envelopes,French,184.000.00
2010 - 2011,Nom de code – Poilus d’Alaska,Idéacom International Inc.,N/A,Production,Montreal,Performance Envelopes,French,60.000.00
2010 - 2011,Nom de code – Poilus d’Alaska,Idéacom International Inc.,N/A,Production,Montreal,Performance Envelopes,French,175.000.00
2010 - 2011,Infoman XI (260-284),Zone3-XXIX Inc.,N/A,Production,Montreal,Performance Envelopes,French,345.362.00
2010 - 2011,Comme par magie III (28-41),Téléfiction Productions inc.,N/A,Production,Montreal,Performance Envelopes,French,173.205.00
2010 - 2011,Sam Chicotte IV (53-65),Les Productions Point de mire Inc.,N/A,Production,Montreal,Performance Envelopes,French,98.500.00
2010 - 2011,Sam Chicotte IV (53-65),Les Productions Point de mire Inc.,N/A,Production,Montreal,Performance Envelopes,French,246.249.00
2010 - 2011,Blonde de papa (La),Les Productions Avanti Ciné Vidéo Inc.,N/A,Production,Montreal,Performance Envelopes,French,76.644.00
2010 - 2011,Yvon Deschamps..l’Oeuvre d’un Homme…Qu’Ossa Donne? I (1-5),Productions La Matrice télé Inc.,N/A,Production,Montreal,Performance Envelopes,French,273.750.00
2010 - 2011,Massicotte No.5 (1-2),Bibi Production Télévision Inc.,N/A,Production,Montreal,Performance Envelopes,French,15.000.00
2010 - 2011,1;2;3… Géant I (1-65) !,Téléfiction Productions inc.,N/A,Production,Montreal,Performance Envelopes,French,497.738.00
2010 - 2011,1;2;3… Géant I (1-65) !,Téléfiction Productions inc.,N/A,Production,Montreal,Performance Envelopes,French,1.095.025
2010 - 2011,3600 secondes d’extase IV (66-91),ZONE3-XXVIII inc.,N/A,Production,Montreal,Performance Envelopes,French,648.320.00
2010 - 2011,Police scientifique I (1-10),Les Productions Avanti Ciné Vidéo Inc.,N/A,Production,Montreal,Performance Envelopes,French,619.426.00
2010 - 2011,Promesse (La) VII (157-182),Les Productions Point de mire Inc.,N/A,Production,Montreal,Performance Envelopes,French,2.616.114
2010 - 2011,Rendez-vous avec la mort I (1-6),Sovimed Inc.,N/A,Production,Montreal,Performance Envelopes,French,423.000.00
2010 - 2011,J’ai Frôlé la Mort! III (19-28),Attraction Images Productions III Inc.,N/A,Production,Montreal,Performance Envelopes,French,662.620.00
2010 - 2011,MDR I (1-15),Attraction Images Productions II inc.,N/A,Production,Montreal,Performance Envelopes,French,287.835.00
2010 - 2011,Yamaska III (44-67),Fiction Yamaska III inc,N/A,Production,Montreal,Performance Envelopes,French,3.302.366
2010 - 2011,crous et boulons I (1-8),Attraction Images Productions II inc.,N/A,Production,Montreal,Performance Envelopes,French,361.428.00
2010 - 2011,Là est la Question I (1-13),Productions La Fête (Cinéastes) Inc.,N/A,Production,Montreal,Performance Envelopes,French,343.571.00
2010 - 2011,281 (Le),Vivazoom I Inc.,N/A,Production,Montreal,Performance Envelopes,French,60.000.00
2013 - 2014,Bâtir l’avenir: Haïti (1-4),Productions Jazz 30 Inc.,N/A,Production,Montreal,Performance Envelopes,French,38.611.00
2012 - 2013,Bâtir l’avenir: Haïti (1-4),Productions Jazz 30 Inc.,N/A,Production,Montreal,Performance Envelopes,French,16.113.00
2010 - 2011,Bâtir l’avenir: Haïti (1-4),Productions Jazz 30 Inc.,N/A,Production,Montreal,Performance Envelopes,French,128.728.00
2010 - 2011,Série Juste Pour Rire 2010 (1-8),Juste pour rire TV inc.,N/A,Production,Montreal,Performance Envelopes,French,404.514.00
2010 - 2011,Voulez-vous danser ? II (11-21),ZONE3-XXVIII inc.,N/A,Production,Montreal,Performance Envelopes,French,526.261.00
2010 - 2011,5 Prochains (Les) I (1-8),Les Productions Avanti Ciné Vidéo Inc.,N/A,Production,Montreal,Performance Envelopes,French,367.700.00
2010 - 2011,Parent (Les) III (45-64),Attraction Images Productions II inc.,N/A,Production,Montreal,Performance Envelopes,French,1.295.265
2010 - 2011,Dix fois Dix,Echo Média Productions Inc.,N/A,Production,Montreal,Performance Envelopes,French,27.000.00
2010 - 2011,Mom et moi,4512405 Canada inc,N/A,Production,Montreal,Performance Envelopes,French,115.000.00
2010 - 2011,Virginie XV (1681-1740),VIRGINIE VIII INC,N/A,Production,Montreal,Performance Envelopes,French,373.811.00
2010 - 2011,Belle et Bum VIII (178-202),Studios Datsit Un Inc.,N/A,Production,Montreal,Performance Envelopes,French,731.559.00
2010 - 2011,Fidèles au poste! I (1-22),321 Productions Télévision Inc.,N/A,Production,Montreal,Performance Envelopes,French,196.635.00
2010 - 2011,Maudites hormones !,Productions Hyperzoom Inc.,N/A,Production,Montreal,Performance Envelopes,French,123.995.00
2010 - 2011,Nous avons les images I (1-8),Productions Images II inc. - cie fusionnée avec #116852,N/A,Production,Montreal,Performance Envelopes,French,344.386.00
2010 - 2011,Retour à Hochelaga,Buddha Films II Inc.,N/A,Production,Montreal,Performance Envelopes,French,80.000.00
2010 - 2011,Signe secret (Le) I (1-8),Les Productions Point de mire Inc.,N/A,Production,Montreal,Performance Envelopes,French,380.000.00
2010 - 2011,Gars le soir (Un) (1-70),9067-2841 Québec Inc.,N/A,Production,Montreal,Performance Envelopes,French,525.689.00
